model_type,variant,prompt_idx,seed,positive_prompt,negative_prompt,clip_positive,clip_negative
lcm,original_baseline,5,2025,A photo of a person,dark lighting,0.2656118869781494,0.21804198622703552
lcm,original_with_neg,5,2025,A photo of a person,dark lighting,0.2656118869781494,0.21804198622703552
lcm,original_baseline,6,42,A photo of a pet,dog,0.2639458477497101,0.2194555550813675
lcm,original_with_neg,6,42,A photo of a pet,dog,0.2639458477497101,0.2194555550813675
lcm,original_baseline,6,1337,A photo of a pet,dog,0.2664044499397278,0.2153041511774063
lcm,original_with_neg,6,1337,A photo of a pet,dog,0.2664044499397278,0.2153041511774063
lcm,original_baseline,6,2025,A photo of a pet,dog,0.2703779637813568,0.2640915811061859
lcm,original_with_neg,6,2025,A photo of a pet,dog,0.2703779637813568,0.2640915811061859
lcm,original_baseline,7,42,A photo of a pet,cat,0.2639458477497101,0.26634281873703003
lcm,original_with_neg,7,42,A photo of a pet,cat,0.2639458477497101,0.26634281873703003
lcm,original_baseline,7,1337,A photo of a pet,cat,0.2664044499397278,0.2627686560153961
lcm,original_with_neg,7,1337,A photo of a pet,cat,0.2664044499397278,0.2627686560153961
lcm,original_baseline,7,2025,A photo of a pet,cat,0.2703779637813568,0.2079363316297531
lcm,original_with_neg,7,2025,A photo of a pet,cat,0.2703779637813568,0.2079363316297531
lcm,original_baseline,8,42,A photo from the 1960s,colour,0.2674878239631653,0.19221161305904388
lcm,original_with_neg,8,42,A photo from the 1960s,colour,0.2674878239631653,0.19221161305904388
lcm,original_baseline,8,1337,A photo from the 1960s,colour,0.22683322429656982,0.1862259805202484
lcm,original_with_neg,8,1337,A photo from the 1960s,colour,0.22683322429656982,0.1862259805202484
lcm,original_baseline,8,2025,A photo from the 1960s,colour,0.2670879364013672,0.17915105819702148
lcm,original_with_neg,8,2025,A photo from the 1960s,colour,0.2670879364013672,0.17915105819702148
lcm,original_baseline,9,42,A photo from the 1960s,black and white,0.2674878239631653,0.19066284596920013
lcm,original_with_neg,9,42,A photo from the 1960s,black and white,0.2674878239631653,0.19066284596920013
lcm,original_baseline,9,1337,A photo from the 1960s,black and white,0.22683322429656982,0.19343164563179016
lcm,original_with_neg,9,1337,A photo from the 1960s,black and white,0.22683322429656982,0.19343164563179016
lcm,original_baseline,9,2025,A photo from the 1960s,black and white,0.2670879364013672,0.16947436332702637
lcm,original_with_neg,9,2025,A photo from the 1960s,black and white,0.2670879364013672,0.16947436332702637
lcm,original_baseline,10,42,A still painting of fruits,grapes,0.33920323848724365,0.27095580101013184
lcm,original_with_neg,10,42,A still painting of fruits,grapes,0.33920323848724365,0.27095580101013184
lcm,original_baseline,10,1337,A still painting of fruits,grapes,0.3231455981731415,0.24669554829597473
lcm,original_with_neg,10,1337,A still painting of fruits,grapes,0.3231455981731415,0.24669554829597473
lcm,original_baseline,10,2025,A still painting of fruits,grapes,0.32710546255111694,0.24982425570487976
lcm,original_with_neg,10,2025,A still painting of fruits,grapes,0.32710546255111694,0.24982425570487976
lcm,original_baseline,11,42,A still painting of fruits,apples,0.33920323848724365,0.27353906631469727
lcm,original_with_neg,11,42,A still painting of fruits,apples,0.33920323848724365,0.27353906631469727
lcm,original_baseline,11,1337,A still painting of fruits,apples,0.3231455981731415,0.27434980869293213
lcm,original_with_neg,11,1337,A still painting of fruits,apples,0.3231455981731415,0.27434980869293213
lcm,original_baseline,11,2025,A still painting of fruits,apples,0.32710546255111694,0.27311456203460693
lcm,original_with_neg,11,2025,A still painting of fruits,apples,0.32710546255111694,0.27311456203460693
lcm,original_baseline,12,42,A landscape,mountains,0.3110349774360657,0.24323755502700806
lcm,original_with_neg,12,42,A landscape,mountains,0.3110349774360657,0.24323755502700806
lcm,original_baseline,12,1337,A landscape,mountains,0.300200879573822,0.24505680799484253
lcm,original_with_neg,12,1337,A landscape,mountains,0.300200879573822,0.24505680799484253
lcm,original_baseline,12,2025,A landscape,mountains,0.3137446939945221,0.25193852186203003
lcm,original_with_neg,12,2025,A landscape,mountains,0.3137446939945221,0.25193852186203003
lcm,original_baseline,13,42,A landscape,trees,0.3110349774360657,0.23063774406909943
lcm,original_with_neg,13,42,A landscape,trees,0.3110349774360657,0.23063774406909943
lcm,original_baseline,13,1337,A landscape,trees,0.300200879573822,0.21445965766906738
lcm,original_with_neg,13,1337,A landscape,trees,0.300200879573822,0.21445965766906738
lcm,original_baseline,13,2025,A landscape,trees,0.3137446939945221,0.22815607488155365
lcm,original_with_neg,13,2025,A landscape,trees,0.3137446939945221,0.22815607488155365
lcm,original_baseline,14,42,A room with furniture,window,0.2761977016925812,0.19199183583259583
lcm,original_with_neg,14,42,A room with furniture,window,0.2761977016925812,0.19199183583259583
lcm,original_baseline,14,1337,A room with furniture,window,0.2738335430622101,0.19578510522842407
lcm,original_with_neg,14,1337,A room with furniture,window,0.2738335430622101,0.19578510522842407
lcm,original_baseline,14,2025,A room with furniture,window,0.2812246084213257,0.20664215087890625
lcm,original_with_neg,14,2025,A room with furniture,window,0.2812246084213257,0.20664215087890625
lcm,original_baseline,15,42,A room with furniture,bed,0.2761977016925812,0.2005232572555542
lcm,original_with_neg,15,42,A room with furniture,bed,0.2761977016925812,0.2005232572555542
lcm,original_baseline,15,1337,A room with furniture,bed,0.2738335430622101,0.2601288855075836
lcm,original_with_neg,15,1337,A room with furniture,bed,0.2738335430622101,0.2601288855075836
lcm,original_baseline,15,2025,A room with furniture,bed,0.2812246084213257,0.2078191190958023
lcm,original_with_neg,15,2025,A room with furniture,bed,0.2812246084213257,0.2078191190958023
lightning,original_baseline,0,42,A photo of a person,male,0.26649078726768494,0.20940499007701874
lightning,original_with_neg,0,42,A photo of a person,male,0.26649078726768494,0.20940499007701874
lightning,original_baseline,0,1337,A photo of a person,male,0.27892062067985535,0.20785662531852722
lightning,original_with_neg,0,1337,A photo of a person,male,0.27892062067985535,0.20785662531852722
lightning,original_baseline,0,2025,A photo of a person,male,0.254808247089386,0.20157068967819214
lightning,original_with_neg,0,2025,A photo of a person,male,0.254808247089386,0.20157068967819214
lightning,original_baseline,1,42,A photo of a person,female,0.26649078726768494,0.18520072102546692
lightning,original_with_neg,1,42,A photo of a person,female,0.26649078726768494,0.18520072102546692
lightning,original_baseline,1,1337,A photo of a person,female,0.27892062067985535,0.22156867384910583
lightning,original_with_neg,1,1337,A photo of a person,female,0.27892062067985535,0.22156867384910583
lightning,original_baseline,1,2025,A photo of a person,female,0.254808247089386,0.2065567970275879
lightning,original_with_neg,1,2025,A photo of a person,female,0.254808247089386,0.2065567970275879
lightning,original_baseline,2,42,A photo of a person,old,0.26649078726768494,0.2144985795021057
lightning,original_with_neg,2,42,A photo of a person,old,0.26649078726768494,0.2144985795021057
lightning,original_baseline,2,1337,A photo of a person,old,0.27892062067985535,0.22017592191696167
lightning,original_with_neg,2,1337,A photo of a person,old,0.27892062067985535,0.22017592191696167
lightning,original_baseline,2,2025,A photo of a person,old,0.254808247089386,0.21217361092567444
lightning,original_with_neg,2,2025,A photo of a person,old,0.254808247089386,0.21217361092567444
lightning,original_baseline,3,42,A photo of a person,young,0.26649078726768494,0.20597225427627563
lightning,original_with_neg,3,42,A photo of a person,young,0.26649078726768494,0.20597225427627563
lightning,original_baseline,3,1337,A photo of a person,young,0.27892062067985535,0.22255253791809082
lightning,original_with_neg,3,1337,A photo of a person,young,0.27892062067985535,0.22255253791809082
lightning,original_baseline,3,2025,A photo of a person,young,0.254808247089386,0.22457920014858246
lightning,original_with_neg,3,2025,A photo of a person,young,0.254808247089386,0.22457920014858246
lightning,original_baseline,4,42,A photo of a person,bright lighting,0.26649078726768494,0.16535155475139618
lightning,original_with_neg,4,42,A photo of a person,bright lighting,0.26649078726768494,0.16535155475139618
lightning,original_baseline,4,1337,A photo of a person,bright lighting,0.27892062067985535,0.1828257441520691
lightning,original_with_neg,4,1337,A photo of a person,bright lighting,0.27892062067985535,0.1828257441520691
lightning,original_baseline,4,2025,A photo of a person,bright lighting,0.254808247089386,0.1973286271095276
lightning,original_with_neg,4,2025,A photo of a person,bright lighting,0.254808247089386,0.1973286271095276
lightning,original_baseline,5,42,A photo of a person,dark lighting,0.26649078726768494,0.18637099862098694
lightning,original_with_neg,5,42,A photo of a person,dark lighting,0.26649078726768494,0.18637099862098694
lightning,original_baseline,5,1337,A photo of a person,dark lighting,0.27892062067985535,0.20240876078605652
lightning,original_with_neg,5,1337,A photo of a person,dark lighting,0.27892062067985535,0.20240876078605652
lightning,original_baseline,5,2025,A photo of a person,dark lighting,0.254808247089386,0.21075159311294556
lightning,original_with_neg,5,2025,A photo of a person,dark lighting,0.254808247089386,0.21075159311294556
lightning,original_baseline,6,42,A photo of a pet,dog,0.2881849408149719,0.2670784592628479
lightning,original_with_neg,6,42,A photo of a pet,dog,0.2881849408149719,0.2670784592628479
lightning,original_baseline,6,1337,A photo of a pet,dog,0.24748799204826355,0.21506303548812866
lightning,original_with_neg,6,1337,A photo of a pet,dog,0.24748799204826355,0.21506303548812866
lightning,original_baseline,6,2025,A photo of a pet,dog,0.26848721504211426,0.2627095580101013
lightning,original_with_neg,6,2025,A photo of a pet,dog,0.26848721504211426,0.2627095580101013
lightning,original_baseline,7,42,A photo of a pet,cat,0.2881849408149719,0.19944143295288086
lightning,original_with_neg,7,42,A photo of a pet,cat,0.2881849408149719,0.19944143295288086
lightning,original_baseline,7,1337,A photo of a pet,cat,0.24748799204826355,0.25540751218795776
lightning,original_with_neg,7,1337,A photo of a pet,cat,0.24748799204826355,0.25540751218795776
lightning,original_baseline,7,2025,A photo of a pet,cat,0.26848721504211426,0.18647722899913788
lightning,original_with_neg,7,2025,A photo of a pet,cat,0.26848721504211426,0.18647722899913788
lightning,original_baseline,8,42,A photo from the 1960s,colour,0.2704245150089264,0.1910819411277771
lightning,original_with_neg,8,42,A photo from the 1960s,colour,0.2704245150089264,0.1910819411277771
lightning,original_baseline,8,1337,A photo from the 1960s,colour,0.28353530168533325,0.18341204524040222
lightning,original_with_neg,8,1337,A photo from the 1960s,colour,0.28353530168533325,0.18341204524040222
lightning,original_baseline,8,2025,A photo from the 1960s,colour,0.2580912113189697,0.18533426523208618
lightning,original_with_neg,8,2025,A photo from the 1960s,colour,0.2580912113189697,0.18533426523208618
lightning,original_baseline,9,42,A photo from the 1960s,black and white,0.2704245150089264,0.2134074717760086
lightning,original_with_neg,9,42,A photo from the 1960s,black and white,0.2704245150089264,0.2134074717760086
lightning,original_baseline,9,1337,A photo from the 1960s,black and white,0.28353530168533325,0.21299128234386444
lightning,original_with_neg,9,1337,A photo from the 1960s,black and white,0.28353530168533325,0.21299128234386444
lightning,original_baseline,9,2025,A photo from the 1960s,black and white,0.2580912113189697,0.20891374349594116
lightning,original_with_neg,9,2025,A photo from the 1960s,black and white,0.2580912113189697,0.20891374349594116
lightning,original_baseline,10,42,A still painting of fruits,grapes,0.3322455585002899,0.2581246495246887
lightning,original_with_neg,10,42,A still painting of fruits,grapes,0.3322455585002899,0.2581246495246887
lightning,original_baseline,10,1337,A still painting of fruits,grapes,0.3377479910850525,0.24797967076301575
lightning,original_with_neg,10,1337,A still painting of fruits,grapes,0.3377479910850525,0.24797967076301575
lightning,original_baseline,10,2025,A still painting of fruits,grapes,0.3206649422645569,0.2611731290817261
lightning,original_with_neg,10,2025,A still painting of fruits,grapes,0.3206649422645569,0.2611731290817261
lightning,original_baseline,11,42,A still painting of fruits,apples,0.3322455585002899,0.2542669177055359
lightning,original_with_neg,11,42,A still painting of fruits,apples,0.3322455585002899,0.2542669177055359
lightning,original_baseline,11,1337,A still painting of fruits,apples,0.3377479910850525,0.2635679841041565
lightning,original_with_neg,11,1337,A still painting of fruits,apples,0.3377479910850525,0.2635679841041565
lightning,original_baseline,11,2025,A still painting of fruits,apples,0.3206649422645569,0.28323203325271606
lightning,original_with_neg,11,2025,A still painting of fruits,apples,0.3206649422645569,0.28323203325271606
lightning,original_baseline,12,42,A landscape,mountains,0.30285370349884033,0.2568250000476837
lightning,original_with_neg,12,42,A landscape,mountains,0.30285370349884033,0.2568250000476837
lightning,original_baseline,12,1337,A landscape,mountains,0.2927882671356201,0.2633421719074249
lightning,original_with_neg,12,1337,A landscape,mountains,0.2927882671356201,0.2633421719074249
lightning,original_baseline,12,2025,A landscape,mountains,0.3007166087627411,0.2544150650501251
lightning,original_with_neg,12,2025,A landscape,mountains,0.3007166087627411,0.2544150650501251
